"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","27","15","2","186.905731","0","71"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","240","6","1","1760.026611","0","5057"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","15","5","1","145.645401","0","50"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","16.263941","0","2"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","10.274148","0","2"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","13.592735","0","3"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","2","2","1","17.800707","0","2"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","30","5","1","211.430893","0","158"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","635","635","1","2146.236572","0","635"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","22","10","1","233.573700","0","56"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","2","2","1","16.717409","0","2"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","2","2","1","13.588923","0","2"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","2","2","1","23.991951","0","2"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","17.949703","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","2","2","1","16.015783","0","2"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","0","51","1","0.000000","0","0"
